text,domain
Guy: Those are illegal! You're stealing from me. I'm a writer.,overheard
DVD hawker: What? Did you write any of these?,overheard
Guy: You're selling illegal goods. I'm a writer. You're stealing from me!,overheard
"DVD hawker: If you wrote any of these movies, you wouldn't be riding the subway.",overheard
,overheard
"Person #1: So, what's the third state in the tri-state area? I know: New Jersey...Certainly New York. Is it Connecticut?",overheard
Person #2: You never hear about a bi-state area.,overheard
Person #1: What about Nicaragua. Didn't you have sex with both a girl and a boy there?,overheard
Person #2: I don't think the country of Nicaragua bases its sense of identity on my sexual exploits.,overheard
Person #1: Is Long Island a state?,overheard
,overheard
Girl: Enjoy your party! Everyone here loves you!,overheard
Birthday boy: Ehh.,overheard
Girl: Everyone here loves alcohol!,overheard
Birthday boy: Better.,overheard
,overheard
Girl: What's that really fast train called?,overheard
Guy: Anthrax?,overheard
"Girl: No, that's allergy medicine.",overheard
,overheard
"Girl: I think Elvis died on my birthday...No, wait, Elvis died on Madonna's birthday. Why do I always get that confused?",overheard
"Geeky guy: Dudes, we are staying at the Bellagio. That gives us instant credibility.",overheard
,overheard
"Guy on cell: But he didn't get shot...Oh, the old man's dead? Niiiice!",overheard
"Little Boy: Mommy, mommy! Guess what I dreamt about last night? I dreamt I was dead!",overheard
"Commuter: Well, I'd rather do it for a dead person than a handicapped one.",overheard
"Guy #1, to guy #2: I don't want you to freak out about this, man, but when I die I want you by my side.",overheard
,overheard
Guy: I have to sleep with her before she gets married.,overheard
"Girl on cell: It's , not racism.",overheard
"Woman on cell: I want the wedding without the husband. No, really, I want to wear the dress and have a party all about me.",overheard
"Dude on cell: So she said, ""Don't you want to marry me?"" and I was like [shrugging], ""Why the fuck not?""",overheard
"Girl on cell: I can't believe you can't spend three hours to come to my wedding so you can study for the bar exam. I'm your sister! And this is my first wedding, so it's really important to me.",overheard
"Man: If I had known how much work marriage was gonna be, I would've said, ""Fuck the cow. Give me the milk for free.""",overheard
"Supportive friend: Well, they're past the murder-suicide part of their marriage, so that's good.",overheard
,overheard
"Mother, to little girl: Hold on to the pole, honey, but keep your tongue away from it. It's filthy!",overheard
"Father, to five-year-old son: No, Jake, don't eat the watch...Time flies, but it doesn't taste good.",overheard
"Mother, to little girl in line for security X-ray machine: Take your muffin outta the box. If it goes through the machine, it'll give you radiation.",overheard
"Father, to crying son: Yeah yeah, life's a disappointment.",overheard
"Tourist mom, to kids: Walk or die! Walk or die! Walk or die!",overheard
"Old white lady, to little Hispanic girl: You're always tan...Everyone wants to be tan.",overheard
,overheard
Girl on cell: What? What do you mean? What do you mean your audition is gonna be in a bathroom?,overheard
Hurrying lady: ...and a urinal cake is worth fifteen points.,overheard
"Gay usher, loudly: Sex just isn't the same when you're constipated.",overheard
"Hipster girl: So I just said to him, ""Bye, I have to go now. I have diarrhea!""...Diarrhea is like the anti-aphrodisiac.",overheard
"Woman on cell: Did you just say that you had a dream where Gene Wilder peed in your closet? Like, Willy Wonka, pissing on your clothes? Okay, I just wanted to make sure I heard correctly.",overheard
"Dude: Nah, I wouldn't piss on someone if I didn't know them.",overheard
"Man, to woman having trouble with the bathroom door: Oh come on, you fucking cunt, work the damn door. Big fucking place like this, they got only one bathroom, I am fucking pissing on the floor. I will piss on the damn floor. That's my fucking right as an American. I'm a patriot. Patriot, that's an adverb. An adverb. Mrs. Riegell told me in third grade if you have a syllable you've got an adverb, and I got a damn syllable, so damnit, I'm pissing on the fucking floor.",overheard
,overheard
"Thug on cell: Will I accept payment in what? In coke? Fuck no, I won't accept an eight-ball as payment. No. No way, bitch, I don't care how pure it is. Uh-uh, the only coke I do comes in five dollar rocks. I can't afford to get hooked on that expensive shit.",overheard
Oveheard by: Prefers the expensive shit,overheard
"Drunk guy, to his date: The reason I'm buying all of this coke is so that we can fuck.",overheard
Girl: Can you imagine saying your vows when you're that coked up?,overheard
"Party girl: Oh my God, she took a picture of me one time while I was doing a line, and I was, like, so pissed!",overheard
Dude: America runs on cocaine.,overheard
Goth chick: I just want to buy some fucking groceries so we don't spend all our money on coke.,overheard
,overheard
Guy: All we're gonna do anyway is drink in my basement. Fuckin' suburbia.,overheard
"Teen girl: And he was like, ""You people from Connecticut, all you ever do is drink cocktails and text-message each other.""",overheard
Ditzy girl: It's like...like the herbal tea of beers.,overheard
"Teenage guy: Dude, you can't get married. You're going to college. There's gonna be a lot of girls and beer. Every day .",overheard
Girl on phone: What do you mean she's not drunk yet?,overheard
"Guy: We're going to strap the beer to the dog, and go down to the Ho Chi Minh Trail, and camp out by the railroad tracks.",overheard
"Guy: I would rather be poor and not famous than famous and poor...I drank a lot today, but I am not drunk.",overheard
Guy on phone: Did you do her?...Mazel Tov...Was she drunk?,overheard
,overheard
"Guy: Okay, here's the plan: we paint your van, then you have sex with Susan, then I'll have sex with...someone else. Then we both smoke a of weed...",overheard
"Teen boy: Yo, I just stopped smoking weed, cause, like, I heard it was bad for you. So I started smoking cigarettes again.",overheard
"Queer on cell, taking deep drags of cigarette: No, I'm not! I told you I quit. [Exhales] Umm, that was just me blowing my bangs out of my eyes.",overheard
"Smoker: I read somewhere that if you quit smoking by the time you are middle aged your body can still recover, and I thought, ""Great I still have a couple more years to quit."" Then I read what they define ""middle aged"" as. I'm !",overheard
,overheard
"Mother, to little boy: No, you cannot smell my armpit!",overheard
"Doctor on cell: Look, having knees doesn't make you special.",overheard
"Ghetto chick: When she's asleep, I'm gonna squat on her brain.",overheard
Father of little girl who has just hit her head: Did your brain fall out?,overheard
Chick: His teeth are really straight. But that's because he was home-schooled.,overheard
"Guy: Every time a girl sees my teeth, she's like, ""Naaah."" I'm gonna get this whole shit redone, where they take them all out and replace the whole thing. It costs like $20,000...Only thing is you have to go two months without any teeth.",overheard
"Middle-aged man, to college girl in skirt: Excuse me, miss, you have very nice legs. Have you ever thought about doing voice-overs?",overheard
Teenage boy: Who wants to play guess which body part am I fidgeting?,overheard
,overheard
"Teen boy: So when you said you loved her, did you say you loved her booty?",overheard
"Mom, to her kids: Your mama's booty is gonna come in handy tonight!",overheard
,overheard
"Guy: Now, you know I want Tarzan the Musical to be a giant flop, but...",overheard
"Ghetto teen, watching Sutton Foster sing ""You've Got Possibilities"" from It's a Bird, It's a Plane, It's Superman! , the musical: Maybe these crackers be famous, but it's Broadway. This shit sucks.",overheard
"Tourist chick, on cell: On Wednesday, we're going to see The Directors The Directors The Directors . C'mon, you know, The Directors ! Oh, I mean The Producers !",overheard
,overheard
"Black woman #1, to black woman #2: That's a real cute phone for a nigger without a job.",overheard
"Guy: I dunno, if I had that much money, I'd spend it on something else. Like pants made of diamonds...Or hookers made of gold.",overheard
"Hobo, to baby in stroller: You're a fucking moron, kid, wasting all your money on that shit!",overheard
,overheard
"College girl #1: So, like, if you know anyone who, like, needs, like, anyone to do, like, anything for money, I'm totally desperate.",overheard
"College girl #2: Oh, for sure! I'll totally let you know!",overheard
,overheard
"Thug guy: Son, he was pissed. She swallowed his cousin's babies, but she wouldn't swallow his.",overheard
Thug girl: That ain't true love.,overheard
,overheard
"Conductor: All right, people, there is six hundred feet of train. Let's try to use more than one door, please.",overheard
Tourist: Well that was rude.,overheard
,overheard
"Chick: We were trying to name all fifty states. And I was like, ""Is Delaware a state?"" and then three other people asked the same thing!",overheard
"(Actually, Delaware is a small town .)",overheard
,overheard
Dorky guy: Maybe I'll take you to Lucky Cheng's.,overheard
Date: Huh?,overheard
"Dorky guy: I thought you'd heard of it. See, men dress up as women there. They're called transvestites. Some of them even have had surgery. I won't really take you there. I just wanted to understand your thought process. See how you react when I throw something like that out there.",overheard
Date: What? Are you taking me there?,overheard
,overheard
Intern #1: So I was watching this thing on TV about Nelson Mandela.,overheard
Intern #2: I don't remember him.,overheard
Intern #1: He's famous.,overheard
"Intern #2: Oh yeah, didn't he used to be a host on MTV?",overheard
,overheard
Fat girl: So I think I lost my favorite jeans.,overheard
Friend: What jeans?,overheard
"Fat girl: You know, the ones that make my ass look small.",overheard
"Friend: Honey, you can't lose something that doesn't exist.",overheard
,overheard
"Girl: Hey, aren't you David Copperfield?",overheard
David Copperfield: Yes.,overheard
Girl: Will you do a trick?,overheard
"David Copperfield: Not tonight, sorry.",overheard
Girl: You must have pulled something out of a hat to get in here. Loser.,overheard
,overheard
Meathead: I think that's just so ridiculous that they would expect you to teach these kids when you don't know the kids at all.,overheard
Ditzy girl: Well they had name tags.,overheard
,overheard
Girl #1: Did you see that Italian lady offer me her seat on the subway?,overheard
"Girl #2: Yeah, so?",overheard
"Girl #1: So, it's the shirt. This fucking expensive shirt makes me look pregnant.",overheard
Girl #2: So don't wear it anymore.,overheard
"Girl #1: No, it was expensive. I'd rather look like a well-dressed, knocked-up slut than a single girl with sub-par taste in clothing.",overheard
,overheard
"Girl #1: I find it tart, too. Also kind of musky and a little sweet.",overheard
Girl #2: Mmm. Wait! Are you talking about pineapple or pussy?--Washington Heights,overheard
,overheard
"Lady: 'Scuse me, sir. Can you tell me how to get to Baltimore?",overheard
Man: That's in Maryland,overheard
Lady: Damn. --Times Square,overheard
,overheard
"Mom, to two small children: I think it is better to be born with no legs than to be born with two and have them taken away.",overheard
"Laundromat owner: She think she know everything! If he love her so much, why'd he go get that other girl pregnant two months after she lost her leg?! He should be giving a baby!",overheard
,overheard
"Girl on cell: It doesn't matter how many people I've had sex with...If I can remember each of their names, then it isn't a lot.",overheard
Girl on cell: You had a threesome with the mayor of ?,overheard
"NYU boy: Pear applesauce, strawberry applesauce, banana applesauce. God, it's like the apples did every other fruit in the garden!",overheard
"Dude: And after the party, everyone gets innoculated and takes the morning after pill.",overheard
Woman: The problem is that men are paradoxically both a reason to be celibate and to have large amounts of sex.,overheard
,overheard
"Woman: My sister had a kidney removed when she was 9, and she still uses it.",overheard
"Guy: Yeah, the only reason I have kids is that, if I ever need it, I know there's a compatible kidney around.",overheard
,overheard
"Guy, to girl: If I wanted to be angry, I would have punched you in the face a long time ago.",overheard
Woman on cell: Sometimes the most spiritual fucking thing to do is punch somebody in the face.,overheard
Woman: It's not like someone put a gun to your head and told you to fuck her!,overheard
"Guy on cell: Yes, I'm interested in your sparring class...No, you see I want to hit somebody.",overheard
"Thug, to his girlfriend: Yo, I don't care if you a girl or not. I will bust you in the head with a rock.",overheard
,overheard
Chick: Then he peer-pressured me into being morbidly obese!,overheard
"Girl on cell: Nothing's bigger than Oprah, not even my mother's ass!",overheard
Dude with flyers: New York Sports Club! Only 37 dollars! Get yo' fat ass to the gym!,overheard
"Little boy: Mommy, I'm sick of all the fat girls in Coney Island.",overheard
Walking VD: It's not cheating if she's fat.,overheard
"Teen girl on cell: Ugh, great. Now she's just going to make fun of me because I'm short and fat! Oh my God!",overheard
,overheard
"Old lady, standing in front of the Leda and the Swan statue: Gee, I guess she must really like that swan.",overheard
"Frat boy: She was real ""Helen of Troy"" pussy.",overheard
,overheard
"Old guy on cell: I don't know, thinking about going to the movies. Maybe I'll see The Devil in Miss Prada .",overheard
"Girl: Yeah I sold my soul to the devil. I was like, ""Hey, devil, can I sell you my soul?"" And he was like, ""Okay.""",overheard
"Queer: And, futhermore, we all know that the Devil does not wear Prada. He wears flame-retardant knock-offs from Target.",overheard
,overheard
"New Yorker: ...and then the tourists paused near the construction of the New York Times' new building, and one, who was I guess their leader, pointed to it and said, ""Everyone, that's Ground Zero.""",overheard
Tourist: And this is H Street. So we'll be in SoHo next.,overheard
"Tourist girl: Oh, look! I think that's Times Square!",overheard
"Woman on cell: No, I can't. I'm in the Times Square area right now.",overheard
"Dude: Excuse me, is this Times Square?",overheard
Teenage girl: Does this train go to Manhattan?,overheard
"Tourist: Wait, are we in Manhattan or just New York?",overheard
Australian hipster: Could you tell me how to get back to Manhattan?,overheard
,overheard
"Old man, to man who has just sneezed on him: Fuck you, you shithead! Ya goddamn farthole!",overheard
Crazy guy: And I'm just gonna take a shit in his fucking mouth.,overheard
"Old man, to dog: Shit already, damnit! Do you hear me?! Shit already!",overheard
,overheard
"Asshole, pointing at a Chinese woman with Down Syndrome: Look a Mongoloid Mongolian.",overheard
"Girl on cell: Well, she wasn't a better person before she went to rehab, just a more fun one...Yeah, I agree, it would be awesome if she relapsed. God, we are terrible people.",overheard
,overheard
"Middle-aged woman: I really never cared for skiing, but I was so alone in my marriage, I found it was a great way to meet men.",overheard
"Meathead #1, to meathead #2: Hey! Want to go to a ballroom club?",overheard
"Guy, to passersby: Game of chess? Play chess? Chess?...Also got chronic.",overheard
,overheard
White chick: And they kept talking shit about gay people.,overheard
White guy: Fucking bigots. Those people should be lynched.,overheard
White chick: Shh! I told you to stop talking about lynching in this neighborhood!,overheard
,overheard
Girl #1: My ex was such a wuss. He even sucked his thumb! Thirty years old and he sucked his fucking thumb.,overheard
"Girl #2: Yeah, my ex had a little pillow on his bed that said, ""Princess sleeps here.""",overheard
Girl #1: Didn't buy that for him?,overheard
,overheard
Tween boy: Mom! Let's already!,overheard
"Mom: If you're so bored, go play in traffic.",overheard
,overheard
"Thug girl: Yeah, tell that bitch I'm crazy. I'm mad crazy, not that crazy on the train shit. I'm crazy goin' ta' jail shit.",overheard
Woman: But he's so funny when he's not having seizures.,overheard
,overheard
"Little boy, to passerby: That's why I ejaculated in your mom's nose!",overheard
"Chick: See, I don't like the idea of drinking semen not directly from the cock.",overheard
,overheard
Girl: He took me to a Japanese restaurant. I got the chicken karaoke.,overheard
"20-Something girl: So, is Alabama Kentucky?",overheard
Early-20's woman: The Himalayas aren't a real place. They're like Narnia.,overheard
"Ghetto girl: In British Whose Line Is It Anyway? , do they speak English?",overheard
,overheard
"Guy on cell: My doctor told me if you piss right after sex, you can't get STDs...Yeah, I do it all the time.",overheard
"Loud teen girl: Wait, you had a dream that you had AIDS? That had AIDS? Fuck you, man.",overheard
"Chick on cell: I know it's sick, but I'm so excited that I can have unsafe sex now!",overheard
"Concerned citizen: Excuse me, I don't know if this is a trans-generational or New York metropolitan faux pas , but you should really tell your friend, girlfriend, lady friend or whatever that one in every four persons in America has herpes.",overheard
,overheard
"College-aged girl, to her friends: We have to make out tonight. And we have to get it on camera.",overheard
"Yuppie girl: I felt so uncomfortable so, like, I had to get wasted.",overheard
"18-year-old Asian girl: My parents just don't know me anymore, you know? I've changed my last year in New York, you know? Like, I've had sex with a lot of people.",overheard
"Girl in red leather pants, on cell: Yeah, but you have to bring a leather outfit, otherwise you won't get any clients. Everyone there is a biker or otherwise they are latex fetishists.",overheard
"Girl: I used to have two vibrators, but I broke 'em both.",overheard
"Trendy girl on cell: Yeah, so Long Islanders will be there. You know what that means: debauchery...and danger!",overheard
"Girl: He had the nerve to tell me that I had no life. I was like, ""I do too have a life! I am drinking constantly!""",overheard
,overheard
"Woman on cell: Hey, Jane*, in case I get thrown in jail tonight you have the money for bail, right?",overheard
"Guy on cell: They said I'd be looking at a $10,000 fine and six months in jail, but they didn't take my name. I figure if people aren't out wandering the streets looking for me, I'm okay.",overheard
Blond yuppie on cell: That's so cute! But did he really just get out of jail?,overheard
,overheard
"Keen observer: They're fuckin' cowards, man! Mountain lions are cowards, too.",overheard
Loud girl on cell: Well don't ask me! I don't know anything about the mechanics of whale sex!,overheard
"Subway conductor: Please enter the train as human beings, not wild animals.",overheard
Guy: Yeah that reminds me of my first time. He took me to dinner but was too nice and perfect. Then in bed he made animal noises and his cat was like between us and he didn't kick it out of bed.,overheard
,overheard
Girl on cell: So I woke up with a slice of pizza on my stomach again last night.,overheard
Man: You know my theory: ground beef makes anything taste better.,overheard
Old woman: Give me a donut. But not a very sweet one. I'm diabetic.,overheard
"Fat woman on cell: ""Butter Lovers"" or ""X-treme Butter"" with an X?",overheard
Teenage boy: I had frosted Cheerios for breakfast. That's some heavy shit.,overheard
"Woman, yelling into her cell in a thick Puerto Rican/New York accent: I had to call you. Guess what I'm thinking about right now? Guess! You know the little peanut man on the jar of peanuts? Him! The little peanut man.",overheard
"Queer: Here's what I want you to do. First, I want you to spread chocolate on my chest. Then, I want you to spread some nougat, then some caramel and roasted peanuts. Then I want you to fuck me and call me Snickers.",overheard
,overheard
"Cute 20-something queer on cell: I slipped and fell and slid about fifteen feet on 34th Street. Thank God I have a fat ass. It was like a Slip 'n Slide without the warm, the bathing suit, or the fun.",overheard
Peter Sarsgaard: That was like the time my sister got hit by her own school bus!,overheard
,overheard
"Black woman, looking at Nacho Libre poster: I don't wanna see any foreign shit. Fuck that!",overheard
Woman with white dog to woman with black dog: He's only barking because he isn't used to seeing that kind of dog.,overheard
,overheard
"Teen boy: So I was watching one of those independent channels, and I saw this weird movie called Jesus Christ Superstar . Have you heard of it? It's from the 70's, so the camera work is really bad, but it's not in black and white or anything. The best part is that Herod is all big and fat and he sings this funny song, like, ""You're the king of the Jews!"" It's a pretty funny movie. You know, except they, like, kill Jesus at the end.",overheard
"Girl: You know, I don't think Jesus ever asked Mary Magdalene to kiss his balls.",overheard
"Drunk guy: Jesus saved me already, you fucking cunt!",overheard
Chick: Whatever. I could've annihilated Jesus at beer pong.,overheard
"Girl on cell: Listen, the only ass I kiss is Jesus Christ. Got that?",overheard
,overheard
"Man on cell: Hello. Oh, hi, yes. You won't believe it. I'm on a bus. In New York City. Can you imagine?",overheard
"Girl: Oh my God, I am psyched to be in New York. Look! I can't believe they have sand here! Aww!",overheard
"Tourist guy: Wow. I love this city. If New York had a cunt, I would eat it.",overheard
,overheard
Queer: Great shoes!,overheard
Woman: Thanks! They're Star Jones.,overheard
Queer: And they're as black as her soul.,overheard
,overheard
Very preppy chick #1: I wouldn't want to work at a minimum-security prison. Those people scare me.,overheard
Very preppy chick #2: Whatever. Think of all the things done that we could've gone to minimum-security prison for.,overheard
"Very preppy chick #1: Okay, good point.",overheard
,overheard
Girl: How do I cross the parade?,overheard
"Cop: Get in line with the rest of the straight people.--Pride Parade, 14th & 5th",overheard
,overheard
Guy: That kid just pulled up the mannequin's skirt and copped a feel! Kid's mother pulls down the mannequin's skirt.,overheard
Kid: !!,overheard
,overheard
Tech geek guy: We really need to get a terrorism button.,overheard
"Tech geek girl: Yeah, I totally agree. I've been having to use the old one, and I'm sick of it. A terrorism button would really make things easier.",overheard
,overheard
"Middle-aged female shopper: Excuse me, can you tell me where the matzoh is?",overheard
"Fairway employee: Matzoh? I don't know. What is that, a drink?",overheard
,overheard
Hipster girl: What's bird flu?,overheard
Hipster guy: I'm not sure. I think you get it from chickens or something.,overheard
Hipster girl: My mom has chickens.,overheard
Hipster guy: Does she have bird flu?,overheard
"Hipster girl: No, she has eggs.",overheard
,overheard
"Child: Mommy, what's that smell?",overheard
"Mother: That's the city, honey.",overheard
,overheard
"Guy: My brother tried to fuck my girlfriend , and she hates him for it! Some girls have no sense of humor.",overheard
,overheard
Man #1: They take your children?,overheard
Man #2: They even take your dignity!,overheard
,overheard
High school girl #1: I think they give them a class on it.,overheard
High school girl #2: Called what? How to be a complete asshole and sleep with all of your girlfriend's friends?,overheard
,overheard
Girlfriend: I don't wanna talk to you.,overheard
"Boyfriend, chasing after her: How many times must I tell you?! I don't sleep with guys!!!",overheard
,overheard
"Girl tourist #1: Oh my gosh, look at what that guy is wearing!",overheard
"Girl tourist #2: Ew. Blue jacket, striped shirt, black pants, brown shoes with no socks. That's terrible.",overheard
"Girl tourist #1: Yeah, but, he can do that, right?",overheard
"Girl tourist #2: Uh, no. Hello, nobody can get away with that.",overheard
"Girl tourist #1: But, no, he can do that because he's, like, from New York.",overheard
,overheard
"Drugged out gangsta kid #1: I got mad depth perception, yo.",overheard
"Drugged out gangsta kid #2: Yo, do you know what that means?",overheard
"Drugged out gangsta kid #1: Yeah, I can see really good out one eye.",overheard
"Drugged out gangsta kid #2: No, man. Deaf means you can't hear shit!",overheard
,overheard
Lady: Ewww! It smells like someone made a dump!,overheard
,overheard
"Kid: So my mom bought some 100-calorie packs of Oreos because she thought that they were just small in size, but it turns out that they have no cream.",overheard
"Girl: Aw, that's so cute. I love your mom.",overheard
Kid: It's not cute. She cried.,overheard
,overheard
"Indian guy: Hey, what country are you from?",overheard
Asian girl: Tibet.,overheard
Indian guy: So you live in Tokyo?,overheard
,overheard
"Guy #1: Wait a sec, what train is this? What am I on?",overheard
Guy #2: I'm on your mom. That's what I'm on.,overheard
,overheard
"Black woman: You know that girl you bumped into? She was handicapped. And you didn't say, ""Excuse me.""",overheard
"White boy: Um, she bumped into me.",overheard
"Black woman: So, she's handicapped. Is it her fault?",overheard
"White boy: Shut the fuck up and go pick up your welfare check, you entitlement-addicted bitch.",overheard
,overheard
Black boy: This hobo offered me some weed today on the train.,overheard
Mother: Did you take it?,overheard
Black boy: Yeah. She kinda looked like grandma.,overheard
,overheard
Girl: Oh my god! That's my high school photography teacher!,overheard
,overheard
"Girl: Oh, and in French, they say-",overheard
Guy: -I don't care.,overheard
Girl: This date has been awful.,overheard
Guy: Shut !,overheard
,overheard
Middle-Aged man: I hope we don't get caught.,overheard
"Prostitute: Don't worry, I never have.--81st & Amsterdam",overheard
,overheard
"Tourist: Um, do you live here?",overheard
"Teen girl: Uh, yeah.",overheard
"Tourist: Oh, is that the Empire State Building?",overheard
"Teen girl: You mean the big, pointy building?",overheard
Tourist: [nods],overheard
Teen girl: What the fuck do you think? [walks away] Fucking tourist.,overheard
"Tourist: Thank you! [to friend] So, wait, it the Empire State Building?",overheard
,overheard
"Gay flight attendant, frantically running down aisle: Excuse me ! Coming through. Scusa, signore . Excuse me, I need to get the back of the plane. It's an emergency! Excuse me !! [Runs past woman, stops, walks back.] Oh my God, your scarf is ; did you buy it in Venice?",overheard
Woman's husband: Did you say there was an emergency?,overheard
Gay flight attendant: Not as big as the one that'll happen if I don't get that scarf!,overheard
,overheard
"Thug, taking a drink: Yo, this water's mad wet.",overheard
"Guy: I mean, I don't want any bok choy in my chakra.",overheard
,overheard
Guy on cell: Don't play games with me or I'll break your fuckin' nose. Have you got the money? Where's the fuckin' money?,overheard
"Ghetto kid on cell: Yo, yo, you don't want to play football? ...Right, right, so just when you tackle them, put your hand in their pockets and take their money!",overheard
"Hobo: God, lady, I'm not asking for a million dollars; I'm just asking for some change!",overheard
"Biker dude: She's a shrink a psychiatrist, so you know she's rollin' in money.",overheard
,overheard
"Girl on cell: Yeah, but I've gotta get out of these pants first. The crotch is wet and I don't wanna get mad yeast.",overheard
Professor: You need to find your special place.,overheard
Girl on cell: You definitely could. You have a wider-set vagina than I do.,overheard
Old lady on cell: Did you remove the tick from the genital area?,overheard
,overheard
"Black guy: I can believe mah baby girl just graduated from high school! Come on, honey, I'll let you pick where we gonna go fo' dinner: Denny's or White Castle?",overheard
Ghetto girl graduate: Ya'll wanna go to Red Lobstah or what?,overheard
,overheard
"Woman, yelling to man: Look, you give me crack and I smoke it and we fuck. That's what we do.",overheard
Queer on cell: At least have the decency to suck dick for coke!,overheard
Small child: I feel so dirty.,overheard
Guy: You'll never even see a vagina in your life. I can at least pay for it.,overheard
,overheard
Stoned chick: I've got to do all the drugs I can today. I'm going into rehab next week.,overheard
"Old man: Yeah, my daughter moved out a few months ago. She loves her university and smokes a lot of pot.",overheard
English professor: Is that what you say when you're in your room popping ecstasy with the door closed?,overheard
"Southern woman on cell: Have fun with the kids. Oh? He died? Joe's son died? Why'd he die so young? Vicodin overdose? Oh, I will be careful. Well, that's what happens when you take too much Vicodin. You die.",overheard
"Teenage girl: Yeah, she sucks now that she's a crack addict",overheard
Literary critic: It was Sherlock Holmes who got me on coke.,overheard
,overheard
"Woman: And I was like, ""Do you want my breasts to make the copies for you""?",overheard
"Bag lady: Hey, those tits look great on you!",overheard
"Airport security guard, to woman going through the security line: I said outerwear not underwear!",overheard
,overheard
Guy: Free New York Times Market Place ! You need a motherfucking job? Get yourself a motherfucking job! Pay your child support! Free New York Times Market Place ! Find yourself a motherfucking job!,overheard
"Black guy, to white guy: Wake up, sleepy cracker! It's Monday; time for work!",overheard
"Man in suit, on cell: It's manly to want to take care of your family.",overheard
,overheard
"Girl: Whatever, it's disgusting. I mean, you can cum in my butt but not in my vag.",overheard
"Woman: I have sex in my vagina, not in my bottom!",overheard
,overheard
"Summer student: I don't know where and I don't know what, but I am getting something pierced.",overheard
Girl: I just want to throw a rock at it and watch all the windows shatter.,overheard
,overheard
"Loud, nerdy guy: They're basically a bunch of shitty MySpace kids with mutant powers. Like the hedgehog kid: his power is that spikes come out of his body, what the fuck is that? I could roll around in glue and syringes and get that guy's power.",overheard
"Middle-Aged man: I think vampires are kind of stupid. They seem to care an awful lot about how they look and what others think. It's like, who cares? You're six hundred years old and on your way to hell, hello?",overheard
Asian girl: One of my cousins is a dragon.,overheard
,overheard
"Asian valley chick: So, I bought this shirt? And it was like...it was like...it was like, a shirt? And it was really cool.",overheard
,overheard
Girl: You're like McDonald's: over one billion served!,overheard
Guy: So what does that make you: an extra value meal?,overheard
,overheard
Six-year-old girl: Wow! Look at those go-go boots. The East Village is so multi-cultural.,overheard
"Her father: You think so? It's mostly rich, white people now.",overheard
,overheard
"Lady #1: Oh, shit! Is that a cockroach?",overheard
"Manager, yelling to co-worker: Go kill that, quick!",overheard
"Lady #2: Oh my gawd, that is the biggest cockroach I ever seen.",overheard
Lady #1: We better be gettin' some free chicken 'cause of dat shit.,overheard
,overheard
Girl: So why did you hang up on me twice?,overheard
Guy: Why did you sleep with him last night?,overheard
,overheard
Girl #1: Want to get take-out?,overheard
Girl #2: Sure. I feel like something warm and vegetarian.,overheard
Girl #1: Like what?,overheard
Girl #2: Hmm. Oh! Like a tuna sandwich.,overheard
,overheard
Lesbian #1: We should start worshipping Satan.,overheard
Lesbian #2: Yeah! I bet we could be the first lesbian church of Satan worshippers.,overheard
Lesbian #3: That is so hot.,overheard
,overheard
Tween boy #1: Where is he? He owes me fucking ten dollars.,overheard
Tween boy #2: This is really gay.,overheard
"Random girl: I'm offended, you retards!",overheard
,overheard
"Guy #1 (wearing do-rag): You know why I wear this shit, man?",overheard
"Guy #2: Nah, man, why?",overheard
Guy #1: Because I love the stare. I love it when some dumb white guy stares at me and asks why I wear this so I can curse the shit out of that mothafucka!,overheard
,overheard
Queer #1: Everyone's tasted their own cum once.,overheard
Queer #2: That sounds like a line from a play.,overheard
Straight guy: Sounds like a shitty play.,overheard
,overheard
20-something chick: That's not urine. I know what urine smells like. I've lived in Florence.,overheard
,overheard
Straight girl #1: Go find me a cute boy!,overheard
Straight girl #2: Ok! I will... But he's not going to be into you.,overheard
,overheard
Penny-pincher: Excuse me. Where do they sell the knockoff iPods?,overheard
,overheard
"Tourist husband: Hey, look, a Starbucks.",overheard
Tourist Wife: Ooo...,overheard
,overheard
"Man: Wow, you speak good English. Where are you from?",overheard
Asian girl: Australia.,overheard
Man: Do they speak English there?,overheard
,overheard
"Woman on cell: First I had to see all of those girls I know with their perfect boyfriends, reminding me I'm single! Now I'm in the Village, and all these gays guys are out with their hot boyfriends, reminding me I'm single. I can't take it anymore, Ma!",overheard
,overheard
"Drunk woman: So I was like, ""Why don't you just off yourself, you fat, miserable fuck?""",overheard
"Friend: Jesus, Becky*.",overheard
,overheard
Guy #1: ? He gave you crabs?,overheard
"Guy #2: Well, apparently he didn't remember I was allergic to shellfish.",overheard
,overheard
Woman: You know how the Germans continue to punish the Jews? They date them.,overheard
,overheard
Girl #1: I just don't know what he sees in me.,overheard
Girl #2: Maybe the same thing you see in him.,overheard
"Girl #1: Well, I like him because his dad's a mortician.",overheard
,overheard
Suit #1: It just feels...weird.,overheard
Suit #2: Spongy.,overheard
Suit #1: Yeah.,overheard
,overheard
"Ghetto guy: Yo, can I getcha number?",overheard
"Girl: Umm, no, this is my boyfriend. Girl leans in to kiss gay friend.",overheard
"Ghetto guy: Oh, ok, sorry. I didn't know.",overheard
"Gay friend: Girl, if I wasn't gay before, I sure as hell am now!",overheard
,overheard
Student #1: How long have you been here?,overheard
Student #2: I live here for four years.,overheard
Student #1: Your English is perfect! What is your native language?,overheard
